fecha,valor
20-12-24,1025.42
21-12-24,1025.42
22-12-24,1025.42
23-12-24,1027.75
24-12-24,1027.75
25-12-24,1027.75
26-12-24,1029.00
27-12-24,1030.50
28-12-24,1030.50
29-12-24,1030.50
30-12-24,1032.50
31-12-24,1030.00
01-01-25,1031.00
02-01-25,1032.75
03-01-25,1034.75
04-01-25,1034.75
05-01-25,1034.75
06-01-25,1035.75
07-01-25,1036.25
08-01-25,1036.75
09-01-25,1037.75
10-01-25,1039.75
11-01-25,1039.75
12-01-25,1039.75
13-01-25,1040.25
14-01-25,1041.25
15-01-25,1041.75
16-01-25,1042.25
17-01-25,1042.25
18-01-25,1042.25
19-01-25,1042.25
20-01-25,1045.25
21-01-25,1045.92
22-01-25,1047.25
23-01-25,1047.67
24-01-25,1049.58
25-01-25,1049.58
26-01-25,1049.58
27-01-25,1050.50
28-01-25,1050.92
29-01-25,1051.58
30-01-25,1050.00
31-01-25,1050.00
01-02-25,1050.00
02-02-25,1050.00
03-02-25,1053.92
04-02-25,1054.25
05-02-25,1054.71
06-02-25,1054.88
07-02-25,1055.92
08-02-25,1055.92
09-02-25,1055.92
10-02-25,1056.38
11-02-25,1056.63
12-02-25,1056.88
13-02-25,1057.46
14-02-25,1058.50
15-02-25,1058.50
16-02-25,1058.50
17-02-25,1059.08
18-02-25,1059.17
19-02-25,1059.38
20-02-25,1059.88
21-02-25,1060.88
22-02-25,1060.88
23-02-25,1060.88
24-02-25,1061.13
25-02-25,1061.63
26-02-25,1061.88
27-02-25,1062.38
28-02-25,1064.38
01-03-25,1064.38
02-03-25,1064.38
03-03-25,1064.38
04-03-25,1064.38
05-03-25,1064.38
06-03-25,1064.63
07-03-25,1066.04
08-03-25,1066.04
09-03-25,1066.04
10-03-25,1066.00
11-03-25,1067.00
12-03-25,1067.00
13-03-25,1067.00
14-03-25,1068.00
15-03-25,1068.00
16-03-25,1068.00
17-03-25,1069.00
18-03-25,1069.00
19-03-25,1069.00
20-03-25,1068.00
21-03-25,1071.00
22-03-25,1071.00
23-03-25,1068.00
24-03-25,1070.00
25-03-25,1071.00
26-03-25,1071.00
27-03-25,1070.00
28-03-25,1070.00
29-03-25,1070.00
30-03-25,1073.00
31-03-25,1072.00
01-04-25,1072.00
02-04-25,1074.00
03-04-25,1073.00
04-04-25,1073.00
05-04-25,1073.00
06-04-25,1075.00
07-04-25,1075.00
08-04-25,1076.00
09-04-25,1076.00
10-04-25,1074.00
11-04-25,1074.00
12-04-25,1074.00
13-04-25,1195.00
14-04-25,1197.00
15-04-25,1136.00
16-04-25,1136.00
17-04-25,1136.00
18-04-25,1136.00
19-04-25,1136.00
20-04-25,1092.00
21-04-25,1103.00
22-04-25,1163.00
23-04-25,1174.00
24-04-25,1168.00
25-04-25,1169.60
26-04-25,1169.00
27-04-25,1178.00
28-04-25,1165.00
29-04-25,1172.00
30-04-25,1170.00
01-05-25,1170.00
02-05-25,1170.00
03-05-25,1170.00
04-05-25,1202.00
05-05-25,1200.00
06-05-25,1145.00
07-05-25,1112.00
08-05-25,1127.00
09-05-25,1136.00
10-05-25,1136.00
11-05-25,1130.00
12-05-25,1125.00
13-05-25,1131.00
14-05-25,1138.00
15-05-25,1142.00
16-05-25,1138.00
17-05-25,1142.00
18-05-25,1138.00
19-05-25,1141.00
20-05-25,1146.00
21-05-25,1136.00
22-05-25,1132.00
23-05-25,1133.50
24-05-25,1133.50
25-05-25,1143.00
26-05-25,1156.00
27-05-25,1160.00
28-05-25,1160.00
29-05-25,1189
30-05-25,1189
31-05-25,1181
01-06-25,1180
02-06-25,1184
03-06-25,1185
04-06-25,1187
05-06-25,1185
06-06-25,1185
07-06-25,1185
08-06-25,1185
09-06-25,1188
10-06-25,1181
11-06-25,1184
12-06-25,1182
13-06-25,1182
14-06-25,1182
15-06-25,1182
16-06-25,1162
17-06-25,1142
18-06-25,1164
19-06-25,1164
20-06-25,1164
21-06-25,1164
22-06-25,1171
23-06-25,1174
24-06-25,1190
25-06-25,1188
26-06-25,1188
27-06-25,1188
28-06-25,1188
29-06-25,1204
30-06-25,1221
01-07-25,1229
02-07-25,1231
03-07-25,1241
04-07-25,1241
05-07-25,1241
06-07-25,1262
07-07-25,1254
08-07-25,1252
09-07-25,1255
10-07-25,1260
11-07-25,1260
12-07-25,1260
13-07-25,1279
14-07-25,1260
15-07-25,1261
16-07-25,1273
17-07-25,1285
18-07-25,1285
19-07-25,1285
20-07-25,1274
21-07-25,1255
22-07-25,1258
23-07-25,1273
24-07-25,1280
25-07-25,1280
26-07-25,1280
27-07-25,1294
28-07-25,1291
29-07-25,1320
30-07-25,1371
31-07-25,1363
01-08-25,1363
02-08-25,1363
03-08-25,1357
04-08-25,1339
05-08-25,1331
06-08-25,1326
07-08-25,1325
08-08-25,1325
09-08-25,1324
10-08-25,1321
11-08-25,1316
12-08-25,1313
13-08-25,1298
14-08-25,1298
15-08-25,1298
16-08-25,1298
17-08-25,1298
18-08-25,1291
19-08-25,1300
20-08-25,1314
21-08-25,1321
22-08-25,1321
23-08-25,1321
24-08-25,1359
25-08-25,1356
26-08-25,1351
27-08-25,1334
28-08-25,1347
29-08-25,1347
30-08-25,1347
31-08-25,1376
01-09-25,1359
02-09-25,1361
03-09-25,1362
04-09-25,1365
05-09-25,1365
06-09-25,1365
07-09-25,1423
08-09-25,1416
09-09-25,1424
10-09-25,1432
11-09-25,1454
12-09-25,1454
13-09-25,1454
14-09-25,1466
15-09-25,1469
16-09-25,1473
17-09-25,1475
18-09-25,1475
19-09-25,1475
20-09-25,1477
21-09-25,1410
22-09-25,1367
23-09-25,1337
24-09-25,1339
25-09-25,1329
26-09-25,1329
27-09-25,1329
28-09-25,1358
29-09-25,1379
30-09-25,1423
01-10-25,1424
02-10-25,1424
03-10-25,1424
04-10-25,1424
05-10-25,1429
06-10-25,1429

